,code,concatsize,organic?,concatprod,RRP?,brand,j,price,,,#VALUE!,case size,unit size,unit,VAT code
1,150525,12x500g,organic,White Tricolore Fusilli   ,1.83,La Bio-Idea,,16.45,,0,8015602000015,12,500,g,0
1,152505,12x500g,organic,White Spaghetti   ,1.65,Organico,,14.85,,0,5034210120017,12,500,g,0
1,152510,12x500g,organic,White Conchiglie (small shell)   ,1.75,Organico,,15.75,,0,5034210120093,12,500,g,0
1,152520,12x500g,organic,White Fusilli (spiral)   ,1.95,Organico,,17.55,,0,5034210120055,12,500,g,0
1,152530,12x500g,organic,White Penne (quill)   ,1.95,Organico,,17.55,,0,5034210120031,12,500,g,0
1,169805,16x240g,organic,Soft Tortilla Wraps (6 wraps)   ,2.10,Amaizin,,25.25,,0,8717496903990,16,240,g,0
1,169807,16x240g,organic,Extra Fibre Tortilla Wraps (6 wraps)   ,2.10,Amaizin,,25.25,,0,8718976015073,16,240,g,0
1,169852,12x120g,organic,Buckwheat Crispbread   ,2.19,Amisa,,19.70,,0,5032722315570,12,120,g,0
1,169855,12x150g,organic,Corn & Rice Crispbread   ,1.99,Amisa,,17.90,,0,5032722309807,12,150,g,0
1,169862,6x260g,organic,Gluten-free Pizza Bases - deep pan (2 bases)   ,3.99,Amisa,,17.95,,0,5032722312081,6,260,g,0
1,169865,12x100g,organic,Quinoa Fibre Plus Crispbread    ,1.69,Amisa,,15.20,,0,5032722314153,12,100,g,0
1,169870,12x100g,organic,Veggie Garden Crispbread    ,1.69,Amisa,,15.20,,0,5032722314146,12,100,g,0
1,169905,6x200g,organic,Spelt Crispbread - Cheese & Pumpkin Seed    ,3.19,Amisa,,14.35,,0,5032722308237,6,200,g,0
1,169907,6x200g,organic,Spelt Crispbread - Chia & Flax Seeds    ,2.69,Amisa,,12.10,,0,5032722311978,6,200,g,0
1,169910,6x200g,organic,Spelt Crispbread - Onion   ,2.69,Amisa,,12.10,,0,5032722308220,6,200,g,0
1,169915,6x200g,organic,Spelt Crispbread - Poppyseed   ,2.79,Amisa,,12.55,,0,5032722308213,6,200,g,0
1,169920,6x200g,organic,Spelt Crispbread - Sesame & Sunflower Seed   ,2.79,Amisa,,12.55,,0,5032722308206,6,200,g,0
1,169922,6x200g,organic,Spelt Crispbread - Muesli   ,2.89,Amisa,,13.00,,0,5032722309982,6,200,g,0
1,169925,6x150g,organic,Mini Spelt Crispbread - Cheese & Pumpkin Seed    ,2.79,Amisa,,12.55,,0,5032722308954,6,150,g,0
1,169930,6x150g,organic,Mini Spelt Crispbread - Poppyseed   ,2.69,Amisa,,12.10,,0,5032722308947,6,150,g,0
1,169935,6x200g,organic,Italia Tomato & Herb Spelt Sticks   ,3.39,Amisa,,15.25,,0,5032722308930,6,200,g,0
1,169939,6x150g,demeter,Spelt Snack Sticks Sesame & Black Cumin   ,2.79,Amisa,,12.55,,0,5032722309968,6,150,g,0
1,169940,6x200g,demeter,Spelt Melba Toast   ,2.89,Amisa,,13.00,,0,5032722309005,6,200,g,0
1,169942,8x375g,organic,Rice Bread with Flax Seeds   ,3.89,Amisa,,23.30,,0,5032722314306,8,375,g,0
1,169945,12x150g,organic,Amaranth Rice Crispbread    ,1.99,Amisa,,17.90,,0,5032722313163,12,150,g,0
1,169950,12x100g,organic,Grissini - Corn & Rice   ,1.69,Amisa,,15.20,,0,5032722309944,12,100,g,0
1,169985,8x150g,,Cocktail Oatcakes   ,2.49,Angelic Gluten Free,,14.95,,0,799439104167,8,150,g,0
1,169990,8x150g,,Rosemary & Sea Salt Biscuits   ,2.49,Angelic Gluten Free,,14.95,,0,680569862129,8,150,g,0
1,169992,8x150g,,Sea Salt Biscuits   ,2.49,Angelic Gluten Free,,14.95,,0,799439104150,8,150,g,0
1,169995,8x150g,,Sweet Chilli Biscuits   ,2.49,Angelic Gluten Free,,14.95,,0,680569862112,8,150,g,0
1,170105,10x300g,organic,Wheat Pizza Bases - 2 pack    ,2.39,Biona,,17.90,,0,5032722302389,10,300,g,0
1,170107,10x300g,organic,Spelt Pizza Bases - 2 pack   ,3.69,Biona,,27.65,,0,5032722305984,10,300,g,0
1,170108,10x300g,organic,Mini Wholewheat Pizza Bases - 4 pack   ,2.39,Biona,,17.90,,0,5032722302204,10,300,g,0
1,170110,6x500g,organic,Rye Amaranth & Quinoa Bread   ,1.89,Biona,,8.50,,0,5032722305953,6,500,g,0
1,170112,6x500g,organic,Rye Chia & Flax Bread   ,2.19,Biona,,9.85,,0,5032722312920,6,500,g,0
1,170113,6x500g,organic,Rye & Hemp Seed Bread   ,1.99,Biona,,8.95,,0,5032722301245,6,500,g,0
1,170115,6x500g,organic,Rye Cranberry & Coconut Bread   ,2.19,Biona,,9.85,,0,5032722314399,6,500,g,0
1,170135,12x110g,organic,Corn Cakes - No Salt   ,1.29,Biona,,11.60,,0,5032722308497,12,110,g,0
1,170140,12x100g,organic,Ricecakes with salt   ,1.05,Biona,,9.45,,0,5032722300521,12,100,g,0
1,170145,12x100g,organic,Ricecakes no salt   ,1.05,Biona,,9.45,,0,5032722300590,12,100,g,0
1,170150,12x100g,organic,Ricecakes with amaranth   ,1.15,Biona,,10.35,,0,5032722300545,12,100,g,0
1,170155,12x100g,organic,Spelt Cakes   ,1.29,Biona,,11.60,,0,5032722311480,12,100,g,0
1,170160,12x100g,organic,Ricecakes with quinoa   ,1.15,Biona,,10.35,,0,5032722300583,12,100,g,0
1,170162,6x500g,organic,Rye Bread  ,1.89,Biona,,8.50,,0,5032722301214,6,500,g,0
1,170165,6x500g,organic,Rye Golden Linseed Bread  ,1.89,Biona,,8.50,,0,5032722303607,6,500,g,0
1,170167,6x500g,organic,Rye & Pumpkin Seed Bread  ,1.99,Biona,,8.95,,0,5032722308053,6,500,g,0
1,170168,6x500g,organic,Rye with Sunflower Bread  ,1.89,Biona,,8.50,,0,5032722301238,6,500,g,0
1,170170,6x500g,organic,Pumpernickel Bread  ,1.89,Biona,,8.50,,0,5032722301252,6,500,g,0
1,170171,6x250g,organic,Rice & Buckwheat Bread   ,3.49,Biona,,15.70,,0,5032722301917,6,250,g,0
1,170172,6x250g,organic,Millet Bread   ,3.49,Biona,,15.70,,0,5032722301924,6,250,g,0
1,170173,6x500g,organic,Rice Bread - large  ,4.19,Biona,,18.85,,0,5032722306431,6,500,g,0
1,170174,6x500g,organic,Rice & Sunflower Seed Bread  ,4.29,Biona,,19.30,,0,5032722306448,6,500,g,0
1,170175,6x500g,organic,Vitality Rye Bread - sprouted seeds  ,1.99,Biona,,8.95,,0,5032722312227,6,500,g,0
1,170212,18x50g,organic,Dark Chocolate Coated Rice Cakes   ,1.49,BioFair,,16.75,V,3.35,5032722308527,18,50,g,2
1,170305,10x2,organic,Pizza Bases   ,2.24,Bio-Idea,,16.80,,0,8712153027255,10,2,,0
1,170350,9x200g,organic,Rye Crispbread    ,1.85,Finn Crisp,,12.50,,0,6437005062421,9,200,g,0
1,170390,12x100g,organic,Buckwheat Cakes   ,1.85,Fiorentini,,16.55,,0,8002885004212,12,100,g,0
1,170395,12x120g,organic,Spelt Cakes   ,1.39,Fiorentini,,12.50,,0,8002885000207,12,120,g,0
1,170402,12x250g,organic,Brown Rice Breadcrumbs   ,3.99,Clearspring,,35.90,,0,5021554000181,12,250,g,0
1,170405,15x200g,organic,Traditional Oatcakes   ,1.99,Clearspring,,22.35,,0,5021554000549,15,200,g,0
1,170407,15x200g,organic,Sundried Tomato & Herb Oatcakes   ,2.19,Clearspring,,24.60,,0,5021554000563,15,200,g,0
1,170410,15x200g,organic,Sea Veg & Black Pepper Oatcakes   ,2.29,Clearspring,,25.75,,0,5021554000600,15,200,g,0
1,170457,12x130g,organic,Rice Cakes No Added Salt   ,0.99,Clearspring,,8.90,,0,5021554000242,12,130,g,0
1,170462,12x130g,organic,Rice Cakes Salted   ,0.99,Clearspring,,8.90,,0,5021554000310,12,130,g,0
1,170467,12x130g,organic,Rice Cakes Multigrain Salted   ,0.99,Clearspring,,8.90,,0,5021554000358,12,130,g,0
1,170470,12x130g,organic,Corn Cakes - salted   ,1.15,Clearspring,,10.35,,0,5021554987635,12,130,g,0
1,170505,6x150g,,Black Sesame Rice Cakes   ,2.99,Clearspring,,13.45,,0,5021554001706,6,150,g,0
1,170506,12x112g,organic,Tamari Black Sesame Rice Cakes    ,2.25,Clearspring,,16.85,V,3.37,5021554987673,12,112,g,2
1,170510,12x150g,,Teryaki Rice Cakes   ,2.99,Clearspring,,26.90,,0,5021554001713,12,150,g,0
1,170512,12x150g,,Sea Vegetable Rice Cakes   ,2.99,Clearspring,,26.90,,0,5021554984399,12,150,g,0
1,170513,12x102g,organic,Tamari Sea Vegetable Rice Cakes   ,2.25,Clearspring,,16.85,V,3.37,5021554987697,12,102,g,2
1,170515,12x150g,,Tamari Garlic Rice Cakes   ,2.99,Clearspring,,26.90,,0,5021554001720,12,150,g,0
1,170520,12x50g,organic,Rice Crackers - Olive Oil   ,1.99,Clearspring,,17.90,,0,5021554984122,12,50,g,0
1,170525,12x50g,organic,Rice Crackers - Tamari   ,1.99,Clearspring,,17.90,,0,5021554984146,12,50,g,0
1,170550,8x110g,,Moroccan Spice Chickpea Crispbread   ,2.95,Easy Bean,,16.50,,0,5060165540167,8,110,g,0
1,170552,8x110g,,Mung Bean Chickpea Crispbread   ,2.95,Easy Bean,,16.50,,0,5060165540181,8,110,g,0
1,170556,8x110g,,Seeds & Black Pepper Chickpea Crispbread   ,2.95,Easy Bean,,16.50,,0,5060165540327,8,110,g,0
1,170557,1p,,Easy Bean In-Store Tasting Kit - free of charge - retail only   ,,Easy Bean,,,,0,,,1,p,0
1,171995,8x300g,,All Purpose Crumb   ,2.49,Orgran,,14.95,,0,720516020568,8,300,g,0
1,172007,6x125g,,Toasted Corn Crispbread   ,1.99,Orgran,,8.95,,0,720516022050,6,125,g,0
1,172012,6x125g,,Toasted Buckwheat Crispibread   ,1.99,Orgran,,8.95,,0,720516021961,6,125,g,0
1,172015,6x125g,,Toasted Multigrain Crispibread   ,2.39,Orgran,,10.75,,0,720516022234,6,125,g,0
1,173005,12x130g,organic,Original Rice Cakes (No.1)   ,1.69,Kallo Foods,,15.20,,0,5013665100065,12,130,g,0
1,173010,12x130g,organic,Unsalted Rice Cakes (No.2)   ,1.69,Kallo Foods,,15.20,,0,5013665100058,12,130,g,0
1,173030,6x130g,organic,Sesame Rice Cakes   ,1.49,Kallo Foods,,6.65,,0,5013665100119,6,130,g,0
1,173040,12x130g,organic,Unsalted Rice Cakes - Thin Slice   ,1.59,Kallo Foods,,14.30,,0,5013665101246,12,130,g,0
1,173065,12x110g,,Savoury Rice Cakes   ,2.29,Kallo Foods,,17.20,V,3.44,5013665101536,12,110,g,2
1,173085,16x90g,organic,Dark Chocolate Rice Cake Thins   ,2.39,Kallo Foods,,23.90,V,4.78,5013665103028,16,90,g,2
1,173086,16x90g,organic,Milk Chocolate Rice Cake Thins   ,2.39,Kallo Foods,,23.90,V,4.78,5013665103455,16,90,g,2
1,173255,8x200g,organic,Classic Wheat Crispbread   ,2.33,Karg,,13.95,,0,4033634061006,8,200,g,0
1,173260,8x200g,organic,Emmental Cheese & Pumpkin Crispbread   ,2.57,Karg,,15.40,,0,4033634061020,8,200,g,0
1,173262,8x200g,organic,3 Grain + 3 Seed Crispbread    ,2.53,Karg,,15.15,,0,4033634061181,8,200,g,0
1,173275,8x200g,organic,Spelt Seeded Crispbread   ,2.60,Karg,,15.60,,0,4033634061075,8,200,g,0
1,173280,8x200g,organic,Spelt & Emmental Cheese Crispbread   ,2.78,Karg,,16.70,,0,4033634076086,8,200,g,0
1,173285,8x200g,organic,Tomato & Mozzarella Crispbread   ,2.69,Karg,,16.15,,0,4033634066124,8,200,g,0
1,173287,10x110g,organic,Emmental Cheese & Pumpkin Wholegrain Snack   ,2.05,Karg,,15.40,,0,4033634082025,10,110,g,0
1,173288,10x110g,organic,Spelt & Quinoa Wholegrain Snack   ,2.13,Karg,,16.00,,0,,10,110,g,0
1,173289,10x110g,organic,Tomato & Mozzarella Wholegrain Snack   ,2.18,Karg,,16.35,,0,4033634031078,10,110,g,0
1,173290,6x130g,organic,Fairtrade Unsalted Rice Cakes   ,1.79,Kallo Foods,,8.05,,0,5013665107248,6,130,g,0
1,173295,12x130g,organic,Corn Cakes - Original   ,1.59,Kallo Foods,,14.30,,0,5013665103752,12,130,g,0
1,173405,6x125g,organic,Buckwheat Crispbread - with salt & sugar   ,2.99,Le Pain des Fleurs,,13.45,,0,3380380062001,6,125,g,0
1,173407,6x125g,organic,No Added Salt or Sugar Buckwheat Crispbread    ,2.99,Le Pain des Fleurs,,13.45,,0,3380380062018,6,125,g,0
1,173410,6x125g,organic,Chestnut Crispbread   ,3.49,Le Pain des Fleurs,,15.70,,0,3380380064647,6,125,g,0
1,173412,6x125g,organic,Multigrain Crispbread    ,2.99,Le Pain des Fleurs,,13.45,,0,3380380069949,6,125,g,0
1,173415,6x125g,organic,Quinoa Crispbread   ,3.99,Le Pain des Fleurs,,17.95,,0,3380380062025,6,125,g,0
1,173450,12x100g,organic,Rice Cakes - Salted   ,0.95,Lima,,8.55,,0,5411788002493,12,100,g,0
1,173452,12x100g,organic,Rice Cakes - Unsalted   ,0.95,Lima,,8.55,,0,5411788002509,12,100,g,0
1,173455,12x100g,organic,Rice Cakes - Buckwheat   ,0.95,Lima,,8.55,,0,5411788002516,12,100,g,0
1,173457,12x100g,organic,Rice Cakes - Quinoa   ,0.95,Lima,,8.55,,0,5411788034265,12,100,g,0
1,174705,12x250g,organic,Oatcakes   ,1.39,Nairns,,12.50,,0,61232200293,12,250,g,0
1,174712,8x200g,organic,Super Seeded Oatcakes       ,1.76,Nairns,,10.55,,0,612322000127,8,200,g,0
1,174715,12x200g,,Cheese Oatcakes   ,1.69,Nairns,,15.20,,0,61232201948,12,200,g,0
1,174717,10x291g,,Rough Oatcakes   ,1.29,Nairns,,9.70,,0,61232203072,10,291,g,0
1,174720,12x218g,,Fine Milled Oatcakes   ,1.09,Nairns,,9.85,,0,61232202952,12,218,g,0
1,174722,8x200g,,Cracked Black Pepper Oatcakes    ,1.39,Nairns,,8.35,,0,612322030063,8,200,g,0
1,174723,8x225g,,Fruit and Seed Oatcakes   ,1.59,Nairns,,9.50,,0,912322000202,8,225,g,0
1,174725,8x171g,,Oat Cracker Thins    ,1.49,Nairns,,8.95,,0,612322029968,8,171,g,0
1,174726,12x200g,,Mini Oatcakes   ,1.69,Nairns,,15.20,,0,612322020354,12,200,g,0
1,174750,12x114g,,Wholegrain Crackers - gluten-free    ,1.99,Nairns,,17.90,,0,612322030070,12,114,g,0
1,174756,8x213g,,Gluten-free Oatcakes   ,2.15,Nairns,,12.90,,0,612322000387,8,213,g,0
1,174761,8x180g,,Gluten-free Herb & Seed Oatcakes   ,2.15,Nairns,,12.90,,0,612322000400,8,180,g,0
1,174905,10x150g,organic,Croccantini    ,2.25,Organico,,16.90,,0,5034210522002,10,150,g,0
1,174910,10x150g,organic,Rosemary Croccantini    ,2.25,Organico,,16.90,,0,5034210522026,10,150,g,0
1,175305,8x120g,organic,Classic Grissini   ,1.95,Organico,,11.70,,0,5034210140015,8,120,g,0
1,175310,8x120g,organic,Spelt Grissini   ,2.50,Organico,,15.00,,0,5034210140022,8,120,g,0
1,175315,8x120g,organic,Omega3 Wholewheat & Flaxseed Grissini   ,1.95,Organico,,11.70,,0,5034210140046,8,120,g,0
1,175320,8x120g,organic,Sesame Grissini   ,2.15,Organico,,12.90,,0,5034210140039,8,120,g,0
1,175510,8x250g,,Oatcakes Rough   ,1.35,Paterson,,8.10,,0,5010745064460,8,250,g,0
1,175540,9x250g,organic,Rye & Flax Protein Bread    ,2.79,Profusion,,18.85,,0,5032722313439,9,250,g,0
1,175550,8x500g,organic,Super Oat Bread - Rye & Chia   ,2.39,Profusion,,14.30,,0,5032722314979,8,500,g,0
1,175552,12x120g,organic,Chia Sorghum Thins   ,1.99,Profusion,,17.90,,0,5032722315167,12,120,g,0
1,175555,12x120g,organic,Hemp Sorghum Thins   ,1.99,Profusion,,17.90,,0,5032722315174,12,120,g,0
1,176005,8x90g,organic,Flax Herb Raw Crackers   ,4.19,Raw Health,,25.10,,0,5032722311381,8,90,g,0
1,176010,8x90g,organic,Flax Piquant Tomato Raw Crackers   ,4.19,Raw Health,,25.10,,0,5032722311398,8,90,g,0
1,176015,8x90g,organic,Flax Pumpkin Raw Crackers   ,4.19,Raw Health,,25.10,,0,5032722311350,8,90,g,0
1,176025,8x60g,organic,Chia Flax Chip Dippers   ,4.19,Raw Health,,25.10,,0,5032722312395,8,60,g,0
1,176027,8x70g,organic,Nacho Style Chip Dippers   ,4.29,Raw Health,,25.70,,0,5032722312388,8,70,g,0
1,176030,8x85g,organic,Ruby Roots Beetroot Chip Dippers   ,4.19,Raw Health,,25.10,,0,5032722312371,8,85,g,0
1,176047,6x90g,organic,"Ancient Grains Crispbread - Chia, Quinoa, Paprika   ",4.19,Raw Health,,18.85,,0,5032722315105,6,90,g,0
1,176050,8x90g,organic,Deeply Dense Raw Pitta Bread   ,4.19,Raw Health,,25.10,,0,5032722311343,8,90,g,0
1,176055,8x100g,organic,Provençale Raw Crispbread   ,4.19,Raw Health,,25.10,,0,5032722311404,8,100,g,0
1,176060,8x100g,organic,Intensely Italian Raw Crispbread   ,4.19,Raw Health,,25.10,,0,5032722311336,8,100,g,0
1,176065,6x90g,organic,Supergreens Crispbread - Spirulina & Baobab   ,4.19,Raw Health,,18.85,,0,5032722315099,6,90,g,0
1,176067,6x90g,organic,Mighty Maca Crispbread - Turmeric & Maca    ,4.19,Raw Health,,18.85,,0,5032722315082,6,90,g,0
1,176195,5x150g,organic,Buckwheat & Chia Crackers   ,3.25,Rude Health,,11.35,,0,5060120283207,5,150,g,0
1,176203,5x130g,organic,Corn Crackers    ,2.75,Rude Health,,9.60,,0,5060120281586,5,130,g,0
1,176205,5x160g,organic,Multigrain Crackers    ,2.75,Rude Health,,9.60,,0,5060120281432,5,160,g,0
1,176210,5x130g,organic,Oat & Spelt Crackers   ,2.75,Rude Health,,9.60,,0,5060120281456,5,130,g,0
1,176215,5x130g,organic,Brown Rice Crackers    ,2.50,Rude Health,,8.75,,0,5060120281470,5,130,g,0
1,176220,12x30g,organic,Mini Corn Crackers    ,0.99,Rude Health,,8.30,,0,5060120282514,12,30,g,0
1,176222,12x30g,organic,Mini Rice Crackers    ,0.99,Rude Health,,8.30,,0,5060120282521,12,30,g,0
1,176230,12x200g,,The Oaty Biscuits    ,2.00,Rude Health,,18.00,,0,5060120281760,12,200,g,0
1,176232,12x200g,,Rye Oaty Biscuits    ,2.00,Rude Health,,18.00,,0,5060120281722,12,200,g,0
1,176235,12x200g,,Spelt Oaty Biscuits    ,2.00,Rude Health,,18.00,,0,5060120281746,12,200,g,0
1,176470,12x100g,organic,Spelt Crackers   ,2.19,Schnitzer,,19.70,,0,4022993044065,12,100,g,0
1,176480,8x400g,organic,Sprouted Rye Bread   ,1.80,Sunnyvale,,10.80,,0,5014653025292,8,400,g,0
1,176482,8x400g,organic,Sprouted Spelt Bread   ,2.43,Sunnyvale,,14.60,,0,5014653025254,8,400,g,0
1,176485,8x400g,organic,Sprouted Spelt Raisin Bread   ,2.58,Sunnyvale,,15.50,,0,5014653025278,8,400,g,0
1,176503,8x300g,organic,Fruit-T-Loaf   ,1.63,Sunnyvale,,9.80,,0,5014653021034,8,300,g,0
1,176505,8x400g,organic,Gluten-free Mixed Grain Loaf   ,2.73,Sunnyvale,,16.40,,0,5014653023014,8,400,g,0
1,176510,8x290g,organic,Malted Raisin Loaf    ,1.46,Sunnyvale,,8.75,,0,5014653021010,8,290,g,0
1,176520,8x400g,organic,Rye Sourdough Loaf    ,1.53,Sunnyvale,,9.15,,0,5014653022017,8,400,g,0
1,176525,8x400g,organic,Sprouted Wheat Date Bread   ,2.01,Sunnyvale,,12.05,,0,5014653025070,8,400,g,0
1,176530,8x400g,organic,Sprouted Wheat Raisin Bread   ,1.89,Sunnyvale,,11.35,,0,5014653025032,8,400,g,0
1,176535,8x400g,organic,Sprouted Wheat Bread   ,1.78,Sunnyvale,,10.65,,0,5014653025018,8,400,g,0
1,176555,8x400g,organic,Sprouted Wheat Hemp Bread   ,2.27,Sunnyvale,,13.60,,0,5014653025230,8,400,g,0
1,176575,12x160g,organic,Crackers Linseed & Rosemary   ,2.15,TerraSana,,19.35,,0,8713576192049,12,160,g,0
1,180155,6x150g,organic,Almond Cookies   ,2.99,Against The Grain,,13.45,,0,5060027070429,6,150,g,0
1,180157,6x150g,organic,Berry Delicious Cookies   ,3.25,Against The Grain,,14.65,,0,5060027070436,6,150,g,0
1,180160,6x150g,organic,Choc Chip & Hazel Cookies   ,3.10,Against The Grain,,13.95,,0,5060027070412,6,150,g,0
1,180162,6x150g,organic,Chocolate & Orange Cookies   ,3.10,Against The Grain,,13.95,,0,5060027070887,6,150,g,0
1,180165,6x150g,organic,Ginger Crunches   ,2.99,Against The Grain,,13.45,,0,5060027070405,6,150,g,0
1,180255,6x150g,organic,Spelt Choc Chip Cookies   ,2.69,Amisa,,12.10,,0,5032722307902,6,150,g,0
1,180260,6x150g,organic,Spelt Fruit Hearts    ,2.69,Amisa,,12.10,,0,5032722307919,6,150,g,0
1,180285,12x100g,organic,Carob Coated Rice Cakes   ,1.99,Amisa,,14.90,V,2.98,5032722314337,12,100,g,2
1,180290,12x100g,organic,Rice Milk Choc Rice Cakes   ,1.89,Amisa,,14.15,V,2.83,5032722312814,12,100,g,2
1,180292,12x100g,organic,Coconut Rice Milk Choc Rice Cakes   ,1.99,Amisa,,14.90,V,2.98,5032722312821,12,100,g,2
1,180330,8x125g,,Cranberry Crunch Cookies   ,2.49,Angelic Gluten Free,,14.95,,0,609722948753,8,125,g,0
1,180332,8x125g,,Double Chocolate Cookies   ,2.49,Angelic Gluten Free,,14.95,,0,609722948746,8,125,g,0
1,180335,8x125g,,Ginger Crunch Cookies   ,2.49,Angelic Gluten Free,,14.95,,0,609722948784,8,125,g,0
1,180337,8x125g,,Orange Chocolate Cookies   ,2.49,Angelic Gluten Free,,14.95,,0,609722948760,8,125,g,0
1,180403,6x240g,organic,Canabiscuits - hemp & raisin   ,2.29,Biona,,10.30,,0,5032722300606,6,240,g,0
1,180404,6x240g,organic,Chocolate Chip & Orange Cookies   ,2.29,Biona,,10.30,,0,5032722300422,6,240,g,0
1,180410,6x240g,organic,Muesli Cookie   ,2.29,Biona,,10.30,,0,5032722300019,6,240,g,0
1,180415,6x240g,organic,Raisin & Coconut Cookie   ,2.69,Biona,,12.10,,0,5032722300040,6,240,g,0
1,180432,12x175g,organic,Blueberry-filled Cookies   ,1.89,Biona,,17.00,,0,5032722300392,12,175,g,0
1,180434,12x175g,organic,Raspberry-filled Cookies   ,1.89,Biona,,17.00,,0,5032722300408,12,175,g,0
1,180435,12x175g,organic,Apple & Pear Waffles   ,1.99,Biona,,17.90,,0,5032722300316,12,175,g,0
1,180440,12x175g,organic,Apricot Waffles   ,1.99,Biona,,17.90,,0,5032722300323,12,175,g,0
1,180442,12x175g,organic,Maple Syrup Waffles   ,2.19,Biona,,19.70,,0,5032722300330,12,175,g,0
1,180445,12x175g,organic,Hazelnut Syrup Waffles   ,2.19,Biona,,19.70,,0,5032722313569,12,175,g,0
1,180447,12x175g,organic,Honey Syrup Waffles   ,1.99,Biona,,17.90,,0,5032722313576,12,175,g,0
1,180450,10x60g,organic,2 Pack Honey Syrup Waffles   ,0.89,Biona,,6.65,,0,5032722314665,10,60,g,0
1,181450,18x35g,organic,Agave Nectar Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300117,18,35,g,0
1,181452,18x35g,organic,Apple & Sultana Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300162,18,35,g,0
1,181455,18x35g,organic,Apricot & Chia Seed Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300315,18,35,g,0
1,181457,18x35g,organic,Banana & Hemp Seed Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300261,18,35,g,0
1,181460,18x35g,organic,Chocolate Chip Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300216,18,35,g,0
1,181462,18x35g,organic,Fig & Linseed Flapjacks    ,0.69,Doves Farm,,9.35,,0,5011766300414,18,35,g,0
1,181467,7x4x35g,organic,Multipack Agave Nectar Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300124,7,4x35,g,0
1,181470,7x4x35g,organic,Multipack Apple & Sultana Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300179,7,4x35,g,0
1,181472,7x4x35g,organic,Multipack Apricot & Chia Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300322,7,4x35,g,0
1,181475,7x4x35g,organic,Multipack Banana & Hemp Seed Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300278,7,4x35,g,0
1,181477,7x4x35g,organic,Multipack Choc Chip Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300223,7,4x35,g,0
1,181480,7x4x35g,organic,Multipack Fig & Linseed Flapjacks    ,2.49,Doves Farm,,13.05,,0,5011766300421,7,4x35,g,0
1,181515,12x200g,organic,Digestive Biscuits - sml   ,1.20,Doves Farm,,10.80,,0,5011766999991,12,200,g,0
1,181516,12x400g,organic,Digestive Biscuits - lge   ,1.99,Doves Farm,,17.90,,0,5011766999939,12,400,g,0
1,181517,12x200g,organic,Fruity Oat Digestive   ,1.50,Doves Farm,,13.40,,0,5011766999915,12,200,g,0
1,181519,12x200g,organic,Ginger Oat Biscuits   ,1.79,Doves Farm,,16.00,,0,5011766991216,12,200,g,0
1,181520,12x180g,organic,Chocolate Chip Cookie    ,2.25,Doves Farm,,20.25,,0,5011766991230,12,180,g,0
1,181522,12x180g,organic,Double Chocolate Cookie    ,2.25,Doves Farm,,20.25,,0,5011766991261,12,180,g,0
1,181525,12x150g,organic,Lemon Zest Cookie    ,1.56,Doves Farm,,14.00,,0,5011766888981,12,150,g,0
1,181542,12x150g,organic,Stem Ginger Cookies   ,1.56,Doves Farm,,14.00,,0,5011766991148,12,150,g,0
1,182347,12x150g,organic,Apple Crumbles   ,2.71,Island Bakery,,24.40,,0,5060027070351,12,150,g,0
1,182350,12x150g,organic,Chocolate Gingers   ,3.53,Island Bakery,,26.45,V,5.29,5060027070009,12,150,g,2
1,182351,12x150g,organic,Chocolate Limes   ,3.53,Island Bakery,,26.45,V,5.29,5060027070344,12,150,g,2
1,182352,12x150g,organic,Lemon Melts   ,3.53,Island Bakery,,26.45,V,5.29,5060027070016,12,150,g,2
1,182355,12x150g,organic,Oat Crumbles   ,2.27,Island Bakery,,20.40,,0,5060027070030,12,150,g,0
1,182357,12x150g,organic,Shortbread   ,2.27,Island Bakery,,20.40,,0,5060027070023,12,150,g,0
1,182387,10x200g,,Mixed Berries Oat Biscuits   ,1.35,Nairns,r,10.05,,0,61232200989,10,200,g,0
1,182390,10x200g,,Stem Ginger Oat Biscuits   ,1.35,Nairns,r,10.05,,0,61232201047,10,200,g,0
1,182392,8x200g,,Dark Choc Chip Oat Biscuits   ,1.35,Nairns,r,8.05,,0,61232202556,8,200,g,0
1,182395,10x200g,,Fruit & Spice Oat Biscuits   ,1.35,Nairns,r,10.05,,0,61232201016,10,200,g,0
1,182396,12x160g,,Oat & Stem Ginger Biscuit Break    ,2.25,Nairns,,20.25,,0,612322000028,12,160,g,0
1,182397,12x160g,,Chocolate Biscuit Break    ,2.25,Nairns,,20.25,,0,612322030087,12,160,g,0
1,182398,12x160g,,Oat & Fruit Biscuit Break   ,2.25,Nairns,,20.25,,0,612322030018,12,160,g,0
1,182399,12x160g,,Oat & Syrup Biscuit Break   ,2.25,Nairns,,20.25,,0,612322029999,12,160,g,0
